Month,Cbs district,City symbol,Name,City or Regional council,Total jobseekers,Men,Weman,Academic,Non academic,Hh,Unemployed job seekers,Placement from reference,Estimated unemployed rate in city
2017-08,המרכז,8500,רמלה,יישוב,1547,687,860,103,1444,520,1502,49,3.85%
2017-08,המרכז,8700,רעננה,יישוב,738,336,402,325,413,33,732,6,1.93%
2017-08,המרכז,1304,שוהם,יישוב,200,78,122,95,105,9,200,1,1.65%
2017-08,המרכז,154,תל מונד,יישוב,143,51,92,50,93,15,143,0,2.07%
2017-08,הצפון,473,אבו סנאן,יישוב,518,216,302,5,513,399,509,4,8.04%
2017-08,הצפון,478,אכסאל,יישוב,411,178,233,17,394,348,407,1,6.38%
2017-08,הצפון,529,אעבלין,יישוב,402,173,229,21,381,296,396,3,6.36%
2017-08,הצפון,482,בועיינה-נוג'ידאת,יישוב,231,117,114,8,223,182,222,2,5.14%
2017-08,הצפון,4001,בוקעאתא,יישוב,376,135,241,9,367,296,363,4,11.82%
2017-08,הצפון,998,ביר אל-מכסור,יישוב,265,116,149,2,263,204,262,3,6.28%
2017-08,הצפון,480,בית ג'ן,יישוב,352,90,262,12,340,223,334,2,5.58%
2017-08,הצפון,9200,בית שאן,יישוב,700,306,394,24,676,296,675,46,6.38%
2017-08,הצפון,944,בסמת טבעון,יישוב,156,64,92,5,151,104,148,1,4.09%
2017-08,הצפון,483,בענה,יישוב,303,130,173,3,300,247,294,1,7.57%
2017-08,הצפון,1292,ג'דיידה-מכר,יישוב,1064,476,588,5,1059,790,1045,10,10.08%
2017-08,הצפון,485,ג'ולס,יישוב,166,48,118,3,163,102,165,0,5.04%
2017-08,הצפון,487,ג'ש (גוש חלב),יישוב,46,22,24,4,42,24,45,0,2.63%
2017-08,הצפון,489,דבורייה,יישוב,256,111,145,11,245,182,252,3,5.30%
2017-08,הצפון,490,דייר אל-אסד,יישוב,336,131,205,10,326,242,324,3,5.61%
2017-08,הצפון,492,דייר חנא,יישוב,510,215,295,16,494,370,506,6,9.51%
2017-08,הצפון,975,זרזיר,יישוב,230,92,138,2,228,135,230,8,6.33%
2017-08,הצפון,496,חורפיש,יישוב,90,42,48,5,85,49,86,1,2.83%
2017-08,הצפון,2034,חצור הגלילית,יישוב,247,90,157,19,228,111,231,2,4.71%
2017-08,הצפון,6700,טבריה,יישוב,1377,612,765,73,1304,650,1191,56,5.33%
2017-08,הצפון,962,טובא-זנגרייה,יישוב,309,132,177,3,306,202,299,3,8.72%
2017-08,הצפון,498,טורעאן,יישוב,364,148,216,7,357,279,353,6,5.54%
2017-08,הצפון,8900,טמרה,יישוב,1237,572,665,24,1213,1007,1205,8,7.72%
2017-08,הצפון,1295,יאנוח-ג'ת,יישוב,123,35,88,3,120,74,120,9,3.74%
2017-08,הצפון,46,יבנאל,יישוב,119,59,60,6,113,59,97,2,6.02%
2017-08,הצפון,29,יסוד המעלה,יישוב,21,12,9,5,16,4,21,0,2.38%
2017-08,הצפון,499,יפיע,יישוב,500,205,295,24,476,366,492,2,5.67%
2017-08,הצפון,240,יקנעם עילית,יישוב,431,173,258,95,336,91,415,26,3.22%
2017-08,הצפון,502,ירכא,יישוב,372,146,226,1,371,274,367,2,5.22%
2017-08,הצפון,504,כאבול,יישוב,431,206,225,11,420,346,419,8,7.68%
2017-08,הצפון,505,כאוכב אבו אל-היג'א,יישוב,186,72,114,6,180,141,186,2,9.77%
2017-08,הצפון,1296,כסרא-סמיע,יישוב,184,54,130,6,178,106,177,2,4.54%
2017-08,הצפון,978,כעביה-טבאש-חג'אג'רה,יישוב,167,65,102,5,162,118,163,3,6.27%
2017-08,הצפון,1263,כפר ורדים,יישוב,51,20,31,19,32,5,50,0,1.61%
2017-08,הצפון,507,כפר יאסיף,יישוב,332,145,187,5,327,232,323,6,5.97%
2017-08,הצפון,508,כפר כמא,יישוב,38,21,17,2,36,16,38,1,2.20%
2017-08,הצפון,509,כפר כנא,יישוב,696,325,371,21,675,549,672,13,6.92%
2017-08,הצפון,510,כפר מנדא,יישוב,658,349,309,7,651,458,647,5,7.98%
2017-08,הצפון,47,כפר תבור,יישוב,44,15,29,17,27,3,43,0,1.82%
2017-08,הצפון,1139,כרמיאל,יישוב,1358,541,817,290,1068,619,1248,48,4.81%
2017-08,הצפון,65,מ.א. אל-בטוף,מועצה איזורית,237,100,137,8,229,192,227,0,6.98%
2017-08,הצפון,66,מ.א. בוסתן אל-מרג,מועצה איזורית,30,7,23,0,30,27,30,0,0.85%
2017-08,הצפון,71,מ.א. גולן,מועצה איזורית,170,72,98,58,112,14,170,0,1.94%
2017-08,הצפון,8,מ.א. הגלבוע,מועצה איזורית,607,252,355,64,543,306,599,0,4.24%
2017-08,הצפון,1,מ.א. הגליל העליון,מועצה איזורית,184,82,102,68,116,16,184,0,2.06%
2017-08,הצפון,3,מ.א. הגליל התחתון,מועצה איזורית,109,54,55,38,71,8,106,0,1.76%
2017-08,הצפון,55,מ.א. מבואות החרמון,מועצה איזורית,106,44,62,25,81,15,105,0,2.62%
2017-08,הצפון,13,מ.א. מגידו,מועצה איזורית,98,40,58,39,59,12,98,0,1.73%
2017-08,הצפון,4,מ.א. מטה אשר,מועצה איזורית,434,197,237,74,360,165,422,0,2.97%
2017-08,הצפון,52,מ.א. מעלה יוסף,מועצה איזורית,178,76,102,22,156,38,175,0,3.05%
2017-08,הצפון,2,מ.א. מרום הגליל,מועצה איזורית,239,105,134,32,207,97,229,0,3.21%
2017-08,הצפון,56,מ.א. משגב,מועצה איזורית,480,183,297,90,390,248,468,0,3.31%
2017-08,הצפון,6,מ.א. עמק הירדן,מועצה איזורית,165,78,87,42,123,31,154,0,2.27%
2017-08,הצפון,7,מ.א. עמק המעיינות,מועצה איזורית,161,74,87,33,128,33,156,0,2.38%
2017-08,הצפון,9,מ.א. עמק יזרעאל,מועצה איזורית,337,163,174,174,163,40,330,0,1.69%
2017-08,הצפון,481,מגאר,יישוב,1158,482,676,20,1138,918,1119,6,10.38%
2017-08,הצפון,516,מג'ד אל-כרום,יישוב,431,189,242,13,418,298,419,4,5.68%
2017-08,הצפון,65,מגדל,יישוב,32,13,19,3,29,13,28,0,2.82%
2017-08,הצפון,874,מגדל העמק,יישוב,818,338,480,84,734,273,757,64,5.50%
2017-08,הצפון,4201,מג'דל שמס,יישוב,394,141,253,10,384,302,373,4,7.04%
2017-08,הצפון,517,מזרעה,יישוב,144,59,85,1,143,107,140,6,6.49%
2017-08,הצפון,43,מטולה,יישוב,25,7,18,12,13,3,22,1,2.19%
2017-08,הצפון,4203,מסעדה,יישוב,190,74,116,5,185,143,179,3,9.78%
2017-08,הצפון,518,מעיליא,יישוב,44,21,23,8,36,19,43,1,2.51%
2017-08,הצפון,1063,מעלות-תרשיחא,יישוב,788,377,411,84,704,364,745,38,6.06%
2017-08,הצפון,520,משהד,יישוב,187,80,107,8,179,145,175,4,4.86%
2017-08,הצפון,9100,נהרייה,יישוב,1712,839,873,187,1525,855,1610,70,5.07%
2017-08,הצפון,522,נחף,יישוב,337,161,176,17,320,258,326,6,5.83%
2017-08,הצפון,7300,נצרת,יישוב,2658,1126,1532,120,2538,1856,2628,17,7.08%
2017-08,הצפון,1061,נצרת עילית,יישוב,1418,656,762,159,1259,617,1273,82,5.39%
2017-08,הצפון,525,סאג'ור,יישוב,95,33,62,7,88,61,93,0,4.29%
2017-08,הצפון,7500,סח'נין,יישוב,1583,667,916,43,1540,1289,1564,15,10.08%
2017-08,הצפון,4501,ע'ג'ר,יישוב,77,25,52,0,77,52,76,0,6.35%
2017-08,הצפון,530,עיילבון,יישוב,124,65,59,8,116,75,121,0,4.20%
2017-08,הצפון,511,עילוט,יישוב,260,107,153,6,254,194,259,1,8.02%
2017-08,הצפון,532,עין מאהל,יישוב,342,161,181,6,336,273,328,4,5.59%
2017-08,הצפון,4502,עין קנייא,יישוב,129,47,82,4,125,100,124,1,10.98%
2017-08,הצפון,7600,עכו,יישוב,2766,1175,1591,138,2628,1870,2656,49,9.70%
2017-08,הצפון,7700,עפולה,יישוב,1522,586,936,166,1356,502,1456,58,5.28%
2017-08,הצפון,531,עראבה,יישוב,1151,495,656,40,1111,949,1138,18,10.06%
2017-08,הצפון,535,פסוטה,יישוב,90,39,51,9,81,41,86,4,4.76%
2017-08,הצפון,536,פקיעין (בוקייעה),יישוב,120,66,54,11,109,69,114,3,3.79%
2017-08,הצפון,8000,צפת,יישוב,1019,475,544,96,923,579,956,20,6.82%
2017-08,הצפון,4100,קצרין,יישוב,183,79,104,29,154,87,176,9,4.38%
2017-08,הצפון,2800,קריית שמונה,יישוב,625,304,321,76,549,254,602,24,4.65%
2017-08,הצפון,543,ראמה,יישוב,231,79,152,16,215,153,222,3,5.40%
2017-08,הצפון,26,ראש פינה,יישוב,47,19,28,8,39,19,46,1,2.79%
2017-08,הצפון,542,ריינה,יישוב,437,189,248,5,432,337,419,7,5.64%
2017-08,הצפון,122,רמת ישי,יישוב,92,36,56,31,61,13,89,1,2.15%
2017-08,הצפון,913,שבלי - אום אל-גנם,יישוב,176,73,103,10,166,105,175,6,6.12%
2017-08,הצפון,812,שלומי,יישוב,207,71,136,15,192,106,195,4,5.32%
2017-08,הצפון,538,שעב,יישוב,364,163,201,3,361,301,361,1,10.72%
2017-08,הצפון,8800,שפרעם,יישוב,1277,515,762,39,1238,974,1243,24,6.34%
2017-08,חיפה,1326,"בסמ""ה",יישוב,328,151,177,4,324,253,325,5,7.22%
2017-08,חיפה,2710,אום אל-פחם,יישוב,2614,1065,1549,30,2584,2058,2566,24,10.90%
2017-08,חיפה,1020,אור עקיבא,יישוב,458,193,265,43,415,119,447,10,4.24%
2017-08,חיפה,6000,באקה אל-גרביה,יישוב,583,279,304,21,562,339,579,26,4.42%
2017-08,חיפה,9800,בנימינה-גבעת עדה*,יישוב,180,87,93,78,102,30,179,0,2.38%
2017-08,חיפה,541,ג'סר א-זרקא,יישוב,247,127,120,3,244,101,243,11,3.77%
2017-08,חיפה,628,ג'ת,יישוב,192,101,91,12,180,116,190,7,3.28%
2017-08,חיפה,494,דאלית אל-כרמל,יישוב,404,146,258,17,387,222,379,4,4.32%
2017-08,חיפה,9300,זכרון יעקב,יישוב,257,120,137,105,152,31,255,3,2.23%
2017-08,חיפה,6500,חדרה,יישוב,2078,913,1165,248,1830,634,1977,48,3.80%
2017-08,חיפה,4000,חיפה,יישוב,5357,2416,2941,1087,4270,2287,5072,131,3.58%
2017-08,חיפה,1247,חריש,יישוב,73,21,52,17,56,10,70,0,1.66%
2017-08,חיפה,2100,טירת כרמל,יישוב,663,291,372,46,617,307,640,15,5.21%
2017-08,חיפה,654,כפר קרע,יישוב,392,185,207,28,364,227,385,8,4.09%
2017-08,חיפה,45,מ.א. אלונה,מועצה איזורית,29,11,18,11,18,2,29,0,2.72%
2017-08,חיפה,12,מ.א. זבולון,מועצה איזורית,214,105,109,29,185,113,209,0,3.52%
2017-08,חיפה,15,מ.א. חוף הכרמל,מועצה איזורית,260,112,148,84,176,39,258,0,1.74%
2017-08,חיפה,14,מ.א. מנשה,מועצה איזורית,206,84,122,59,147,47,202,0,2.35%
2017-08,חיפה,1327,מעלה עירון,יישוב,652,247,405,2,650,491,637,4,9.65%
2017-08,חיפה,2500,נשר,יישוב,376,178,198,66,310,118,364,11,2.87%
2017-08,חיפה,534,עספיא,יישוב,285,132,153,11,274,153,267,7,4.36%
2017-08,חיפה,637,ערערה,יישוב,511,224,287,17,494,313,498,18,5.50%
2017-08,חיפה,537,פוריידיס,יישוב,202,99,103,9,193,72,200,3,3.29%
2017-08,חיפה,7800,פרדס חנה-כרכור,יישוב,720,321,399,182,538,128,702,21,3.26%
2017-08,חיפה,6800,קריית אתא,יישוב,1539,610,929,115,1424,621,1496,39,4.79%
2017-08,חיפה,9500,קריית ביאליק,יישוב,869,369,500,105,764,360,841,27,3.93%
2017-08,חיפה,2300,קריית טבעון,יישוב,172,82,90,77,95,27,169,2,2.01%
2017-08,חיפה,9600,קריית ים,יישוב,1235,579,656,119,1116,633,1188,34,5.57%
2017-08,חיפה,8200,קריית מוצקין,יישוב,851,377,474,137,714,319,828,21,3.55%
2017-08,חיפה,922,רכסים,יישוב,234,51,183,10,224,55,225,1,5.85%
2017-08,ירושלים,472,אבו גוש,יישוב,191,86,105,3,188,147,189,2,5.47%
2017-08,ירושלים,2610,בית שמש,יישוב,1588,520,1068,100,1488,412,1538,28,4.06%
2017-08,ירושלים,3000,ירושלים,יישוב,12383,4979,7404,1500,10883,6357,12094,120,3.76%
2017-08,ירושלים,26,מ.א. מטה יהודה,מועצה איזורית,591,234,357,165,426,110,582,1,2.25%
2017-08,ירושלים,1015,מבשרת ציון,יישוב,331,153,178,90,241,93,326,4,2.55%
2017-08,ירושלים,1137,קריית יערים,יישוב,59,21,38,8,51,12,59,1,3.28%
2017-08,תל אביב,2400,אור יהודה,יישוב,762,285,477,46,716,130,734,33,3.78%
2017-08,תל אביב,565,אזור,יישוב,183,88,95,28,155,24,179,2,2.67%
2017-08,תל אביב,6100,בני ברק,יישוב,2836,818,2018,96,2740,578,2721,12,4.41%
2017-08,תל אביב,6200,בת ים,יישוב,2514,1152,1362,375,2139,781,2380,66,3.37%
2017-08,תל אביב,6300,גבעתיים,יישוב,815,361,454,405,410,75,807,3,2.53%
2017-08,תל אביב,6400,הרצלייה,יישוב,1131,467,664,420,711,43,1120,10,2.27%
2017-08,תל אביב,6600,חולון,יישוב,2914,1226,1688,535,2379,574,2850,41,2.82%
2017-08,תל אביב,267,כפר שמריהו,יישוב,4,0,4,3,1,0,4,0,0.48%
2017-08,תל אביב,2620,קריית אונו,יישוב,423,170,253,184,239,34,417,2,2.13%
2017-08,תל אביב,8600,רמת גן,יישוב,2070,903,1167,732,1338,265,2044,18,2.50%
2017-08,תל אביב,2650,רמת השרון,יישוב,483,188,295,223,260,15,481,4,2.09%
2017-08,תל אביב,5000,תל אביב -יפו,יישוב,7139,3553,3586,2840,4299,1342,7022,64,2.66%
2017-09,אזור יהודה והשומרון,3760,אורנית,יישוב,97,51,46,33,64,1,96,0,1.91%
2017-09,אזור יהודה והשומרון,3750,אלפי מנשה,יישוב,87,44,43,29,58,0,87,1,1.96%
2017-09,אזור יהודה והשומרון,3560,אלקנה,יישוב,28,17,11,15,13,0,28,0,1.52%
2017-09,אזור יהודה והשומרון,3650,אפרת,יישוב,58,31,27,35,23,2,57,1,1.16%
2017-09,אזור יהודה והשומרון,3570,אריאל,יישוב,274,124,150,69,205,22,272,7,2.48%
2017-09,אזור יהודה והשומרון,3574,בית אל,יישוב,48,27,21,16,32,14,47,0,1.88%
2017-09,אזור יהודה והשומרון,3652,בית אריה,יישוב,48,18,30,11,37,1,48,0,1.67%
2017-09,אזור יהודה והשומרון,3780,ביתר עילית,יישוב,570,222,348,17,553,166,567,0,3.62%
2017-09,אזור יהודה והשומרון,3730,גבעת זאב,יישוב,171,86,85,39,132,30,169,2,2.09%
2017-09,אזור יהודה והשומרון,3769,הר אדר,יישוב,35,16,19,13,22,3,35,1,1.60%
2017-09,אזור יהודה והשומרון,76,מ.א. גוש עציון,מועצה איזורית,184,97,87,74,110,19,181,0,1.78%
2017-09,אזור יהודה והשומרון,78,מ.א. הר חברון,מועצה איזורית,61,32,29,21,40,2,61,0,1.54%
2017-09,אזור יהודה והשומרון,74,מ.א. מגילות ים המלח,מועצה איזורית,25,6,19,9,16,0,25,0,2.72%
2017-09,אזור יהודה והשומרון,73,מ.א. מטה בנימין,מועצה איזורית,580,296,284,217,363,92,570,0,2.01%
2017-09,אזור יהודה והשומרון,75,מ.א. ערבות הירדן,מועצה איזורית,51,25,26,11,40,3,51,0,1.98%
2017-09,אזור יהודה והשומרון,72,מ.א. שומרון,מועצה איזורית,406,187,219,137,269,29,403,0,2.13%
2017-09,אזור יהודה והשומרון,3797,מודיעין עילית,יישוב,524,131,393,21,503,34,515,3,3.20%
2017-09,אזור יהודה והשומרון,3616,מעלה אדומים,יישוב,602,265,337,103,499,138,592,13,2.83%
2017-09,אזור יהודה והשומרון,3608,מעלה אפרים,יישוב,32,12,20,3,29,10,31,0,3.87%
2017-09,אזור יהודה והשומרון,3660,עמנואל,יישוב,50,28,22,3,47,21,48,2,3.53%
2017-09,אזור יהודה והשומרון,3557,קדומים,יישוב,36,17,19,14,22,2,36,1,1.80%
2017-09,אזור יהודה והשומרון,3611,קריית ארבע,יישוב,89,51,38,15,74,38,84,6,2.50%
2017-09,אזור יהודה והשומרון,3640,קרני שומרון,יישוב,63,34,29,27,36,3,63,1,1.56%
2017-09,הדרום,31,אופקים,יישוב,857,348,509,49,808,394,828,35,5.72%
2017-09,הדרום,2600,אילת,יישוב,904,444,460,62,842,297,840,51,2.44%
2017-09,הדרום,70,אשדוד,יישוב,4983,2016,2967,651,4332,2049,4759,101,4.24%
2017-09,הדרום,7100,אשקלון,יישוב,3570,1453,2117,408,3162,1516,3209,67,4.32%
2017-09,הדרום,9000,באר שבע,יישוב,5384,2432,2952,780,4604,2599,5098,94,4.75%
2017-09,הדרום,2200,דימונה,יישוב,1699,773,926,89,1610,1048,1608,25,8.20%
2017-09,הדרום,1303,חורה,יישוב,501,208,293,3,498,428,480,3,9.98%
2017-09,הדרום,831,ירוחם,יישוב,403,197,206,19,384,209,374,13,7.27%
2017-09,הדרום,1059,כסיפה,יישוב,980,370,610,3,977,866,966,2,17.74%
2017-09,הדרום,1271,להבים,יישוב,43,20,23,17,26,2,42,0,1.19%
2017-09,הדרום,1060,לקיה,יישוב,564,251,313,8,556,484,548,7,11.25%
2017-09,הדרום,69,מ.א. אל קסום,מועצה איזורית,591,237,354,6,585,505,573,0,16.80%
2017-09,הדרום,38,מ.א. אשכול,מועצה איזורית,125,62,63,32,93,11,123,0,1.75%
2017-09,הדרום,33,מ.א. באר טוביה,מועצה איזורית,252,106,146,53,199,50,249,0,2.20%
2017-09,הדרום,41,מ.א. בני שמעון,מועצה איזורית,83,33,50,31,52,14,80,1,1.65%
2017-09,הדרום,54,מ.א. הערבה התיכונה,מועצה איזורית,27,10,17,7,20,1,27,0,1.42%
2017-09,הדרום,53,מ.א. חבל אילות,מועצה איזורית,19,3,16,4,15,2,17,1,0.69%
2017-09,הדרום,36,מ.א. חוף אשקלון,מועצה איזורית,183,79,104,40,143,38,176,0,2.02%
2017-09,הדרום,35,מ.א. יואב,מועצה איזורית,84,30,54,31,53,10,83,0,2.03%
2017-09,הדרום,50,מ.א. לכיש,מועצה איזורית,152,62,90,29,123,32,151,0,2.71%
2017-09,הדרום,42,מ.א. מרחבים,מועצה איזורית,188,60,128,27,161,36,180,0,2.86%
2017-09,הדרום,68,מ.א. נווה מדבר,מועצה איזורית,128,51,77,0,128,94,127,0,6.72%
2017-09,הדרום,48,מ.א. רמת נגב,מועצה איזורית,266,137,129,15,251,193,262,1,7.87%
2017-09,הדרום,39,מ.א. שדות נגב,מועצה איזורית,121,53,68,24,97,31,118,0,2.43%
2017-09,הדרום,37,מ.א. שער הנגב,מועצה איזורית,95,37,58,43,52,16,90,0,2.25%
2017-09,הדרום,34,מ.א. שפיר,מועצה איזורית,165,67,98,20,145,41,161,0,3.23%
2017-09,הדרום,51,מ.א. תמר,מועצה איזורית,6,3,3,1,5,2,5,0,0.77%
2017-09,הדרום,1268,מיתר,יישוב,66,25,41,21,45,3,64,1,1.30%
2017-09,הדרום,99,מצפה רמון,יישוב,227,88,139,16,211,125,215,16,7.73%
2017-09,הדרום,246,נתיבות,יישוב,1014,416,598,69,945,417,953,53,5.76%
2017-09,הדרום,666,עומר,יישוב,58,21,37,21,37,2,58,0,1.37%
2017-09,הדרום,2560,ערד,יישוב,623,258,365,76,547,306,593,20,4.67%
2017-09,הדרום,1192,ערערה-בנגב,יישוב,1091,451,640,7,1084,982,1062,2,20.27%
2017-09,הדרום,2630,קריית גת,יישוב,1512,628,884,104,1408,600,1446,46,4.94%
2017-09,הדרום,1034,קריית מלאכי,יישוב,695,290,405,11,684,281,666,38,5.39%
2017-09,הדרום,1161,רהט,יישוב,2181,887,1294,11,2170,1623,2152,49,9.55%
2017-09,הדרום,1286,שגב-שלום,יישוב,354,133,221,2,352,273,341,3,10.47%
2017-09,הדרום,1031,שדרות,יישוב,930,428,502,72,858,451,860,26,5.78%
2017-09,הדרום,1054,תל שבע,יישוב,709,307,402,2,707,602,672,6,11.66%
2017-09,המרכז,1066,"בני עי""ש",יישוב,131,56,75,19,112,33,128,1,3.19%
2017-09,המרכז,182,אבן יהודה,יישוב,143,60,83,43,100,17,143,0,2.05%
2017-09,המרכז,41,אליכין,יישוב,57,28,29,7,50,13,55,1,2.80%
2017-09,המרכז,1309,אלעד,יישוב,388,131,257,21,367,25,382,4,2.68%
2017-09,המרכז,2530,באר יעקב,יישוב,257,96,161,72,185,28,254,5,1.97%
2017-09,המרכז,466,בית דגן,יישוב,89,39,50,10,79,29,86,1,2.31%
2017-09,המרכז,681,גבעת שמואל,יישוב,227,117,110,86,141,34,225,0,1.80%
2017-09,המרכז,2550,גדרה,יישוב,310,133,177,67,243,67,302,4,2.33%
2017-09,המרכז,627,ג'לג'וליה,יישוב,80,35,45,3,77,41,74,0,1.72%
2017-09,המרכז,166,גן יבנה,יישוב,298,118,180,50,248,66,293,4,2.31%
2017-09,המרכז,229,גני תקווה,יישוב,213,101,112,90,123,26,212,2,2.19%
2017-09,המרכז,9700,הוד השרון,יישוב,631,265,366,302,329,22,630,7,1.93%
2017-09,המרכז,1290,זמר,יישוב,126,51,75,5,121,73,123,4,3.75%
2017-09,המרכז,2730,טייבה,יישוב,895,398,497,25,870,629,754,23,3.90%
2017-09,המרכז,2720,טירה,יישוב,172,78,94,19,153,40,168,11,1.34%
2017-09,המרכז,2660,יבנה,יישוב,710,296,414,155,555,135,708,19,2.81%
2017-09,המרכז,9400,יהוד,יישוב,347,159,188,101,246,34,338,5,2.07%
2017-09,המרכז,1224,כוכב יאיר,יישוב,68,27,41,46,22,0,68,0,1.23%
2017-09,המרכז,633,כפר ברא,יישוב,12,8,4,2,10,4,12,1,0.75%
2017-09,המרכז,168,כפר יונה,יישוב,280,122,158,56,224,43,279,2,2.38%
2017-09,המרכז,6900,כפר סבא,יישוב,1089,484,605,437,652,77,1072,21,2.03%
2017-09,המרכז,634,כפר קאסם,יישוב,180,83,97,6,174,94,175,5,1.70%
2017-09,המרכז,7000,לוד,יישוב,1597,757,840,154,1443,775,1555,26,4.21%
2017-09,המרכז,28,מ.א. ברנר,מועצה איזורית,59,23,36,30,29,2,58,3,1.43%
2017-09,המרכז,32,מ.א. גדרות,מועצה איזורית,43,22,21,24,19,4,42,0,1.71%
2017-09,המרכז,30,מ.א. גזר,מועצה איזורית,262,97,165,100,162,27,260,0,1.94%
2017-09,המרכז,27,מ.א. גן רווה,מועצה איזורית,54,20,34,23,31,0,54,0,1.80%
2017-09,המרכז,20,מ.א. דרום השרון,מועצה איזורית,312,125,187,149,163,11,308,0,1.90%
2017-09,המרכז,29,מ.א. חבל יבנה,מועצה איזורית,39,14,25,15,24,2,39,0,1.49%
2017-09,המרכז,25,מ.א. חבל מודיעין,מועצה איזורית,213,93,120,78,135,17,210,0,1.91%
2017-09,המרכז,19,מ.א. חוף השרון,מועצה איזורית,90,24,66,40,50,5,90,0,1.62%
2017-09,המרכז,18,מ.א. לב השרון,מועצה איזורית,244,110,134,66,178,26,239,0,2.15%
2017-09,המרכז,31,מ.א. נחל שורק,מועצה איזורית,62,30,32,19,43,6,61,35,1.41%
2017-09,המרכז,16,מ.א. עמק חפר,מועצה איזורית,383,148,235,168,215,15,379,0,1.93%
2017-09,המרכז,40,מ.א. שדות דן,מועצה איזורית,151,72,79,32,119,11,149,0,2.31%
2017-09,המרכז,1200,מודיעין-מכבים-רעות*,יישוב,918,401,517,417,501,41,907,17,1.96%
2017-09,המרכז,28,מזכרת בתיה,יישוב,141,63,78,56,85,23,138,3,1.70%
2017-09,המרכז,7200,נס ציונה,יישוב,644,296,348,194,450,130,636,7,2.56%
2017-09,המרכז,7400,נתניה,יישוב,3820,1739,2081,502,3318,1079,3749,63,3.45%
2017-09,המרכז,587,סביון*,יישוב,21,6,15,11,10,0,21,0,1.01%
2017-09,המרכז,171,פרדסייה,יישוב,79,34,45,26,53,3,78,1,2.07%
2017-09,המרכז,7900,פתח תקווה,יישוב,3496,1567,1929,726,2770,766,3392,28,2.63%
2017-09,המרכז,195,קדימה-צורן,יישוב,237,108,129,77,160,26,235,0,2.01%
2017-09,המרכז,638,קלנסווה,יישוב,319,160,159,9,310,202,288,11,2.97%
2017-09,המרכז,469,קריית עקרון,יישוב,203,95,108,20,183,80,196,3,3.23%
2017-09,המרכז,2640,ראש העין,יישוב,753,344,409,191,562,104,745,11,2.41%
2017-09,המרכז,8300,ראשון לציון,יישוב,3668,1632,2036,796,2872,830,3632,48,2.59%
2017-09,המרכז,8400,רחובות,יישוב,2114,877,1237,532,1582,596,2048,46,2.88%
2017-09,המרכז,8500,רמלה,יישוב,1376,629,747,96,1280,514,1323,65,3.41%
2017-09,המרכז,8700,רעננה,יישוב,705,315,390,330,375,32,697,11,1.84%
2017-09,המרכז,1304,שוהם,יישוב,187,69,118,89,98,7,186,1,1.54%
2017-09,המרכז,154,תל מונד,יישוב,143,57,86,47,96,19,143,0,2.07%
2017-09,הצפון,473,אבו סנאן,יישוב,516,215,301,6,510,393,508,2,8.03%
2017-09,הצפון,478,אכסאל,יישוב,404,177,227,12,392,349,400,3,6.28%
2017-09,הצפון,529,אעבלין,יישוב,405,181,224,18,387,299,395,9,6.34%
2017-09,הצפון,482,בועיינה-נוג'ידאת,יישוב,220,105,115,7,213,177,217,3,5.03%
2017-09,הצפון,4001,בוקעאתא,יישוב,360,121,239,9,351,288,345,2,11.30%
2017-09,הצפון,998,ביר אל-מכסור,יישוב,252,106,146,2,250,194,247,2,5.94%
2017-09,הצפון,480,בית ג'ן,יישוב,350,93,257,12,338,225,336,1,5.61%
2017-09,הצפון,9200,בית שאן,יישוב,679,283,396,24,655,292,663,45,6.27%
2017-09,הצפון,944,בסמת טבעון,יישוב,154,64,90,6,148,98,144,2,3.99%
2017-09,הצפון,483,בענה,יישוב,291,122,169,3,288,241,283,7,7.30%
2017-09,הצפון,1292,ג'דיידה-מכר,יישוב,989,438,551,5,984,752,973,15,9.45%
2017-09,הצפון,485,ג'ולס,יישוב,157,46,111,2,155,100,157,1,4.80%
2017-09,הצפון,487,ג'ש (גוש חלב),יישוב,46,17,29,6,40,20,45,2,2.63%
2017-09,הצפון,489,דבורייה,יישוב,234,98,136,12,222,173,232,0,4.90%
2017-09,הצפון,490,דייר אל-אסד,יישוב,308,135,173,10,298,230,300,2,5.22%
2017-09,הצפון,492,דייר חנא,יישוב,492,214,278,17,475,362,487,3,9.19%
2017-09,הצפון,975,זרזיר,יישוב,202,82,120,2,200,124,200,6,5.55%
2017-09,הצפון,496,חורפיש,יישוב,85,39,46,6,79,45,82,1,2.70%
2017-09,הצפון,2034,חצור הגלילית,יישוב,258,91,167,20,238,110,239,6,4.87%
2017-09,הצפון,6700,טבריה,יישוב,1311,580,731,78,1233,638,1122,63,5.03%
2017-09,הצפון,962,טובא-זנגרייה,יישוב,277,124,153,3,274,196,267,0,7.86%
2017-09,הצפון,498,טורעאן,יישוב,342,146,196,8,334,270,333,1,5.25%
2017-09,הצפון,8900,טמרה,יישוב,1170,548,622,16,1154,961,1147,8,7.38%
2017-09,הצפון,1295,יאנוח-ג'ת,יישוב,112,32,80,2,110,65,110,0,3.44%
2017-09,הצפון,46,יבנאל,יישוב,91,48,43,6,85,55,73,2,4.60%
2017-09,הצפון,29,יסוד המעלה,יישוב,20,10,10,4,16,4,20,0,2.27%
2017-09,הצפון,499,יפיע,יישוב,497,204,293,23,474,355,489,4,5.64%
